Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Contact Angles in Two-Phase Flow Images,Transport in Porous Media,,,,10.1007/s11242-020-01485-y,Hamid Hosseinzade KhanamiriPer Arne SlotteCarl Fredrik Berg,2020,https://link.springer.com/article/10.1007/s11242-020-01485-y,Article
Pore-Network Stitching Method: A Pore-to-Core Upscaling Approach for Multiphase Flow,Transport in Porous Media,,,,10.1007/s11242-020-01491-0,Amir H. KohanpurAlbert J. Valocchi,2020,https://link.springer.com/article/10.1007/s11242-020-01491-0,Article
A Mechanistic Pore-Scale Analysis of the Low-Salinity Effect in Heterogeneously Wetted Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01488-9,Michael G. WatsonSteven R. McDougall,2020,https://link.springer.com/article/10.1007/s11242-020-01488-9,Article
Mechanics of Saturated Colloidal Packings: A Comparison of Two Models,Transport in Porous Media,,,,10.1007/s11242-020-01483-0,Atiya BadarMahesh S. Tirumkudulu,2020,https://link.springer.com/article/10.1007/s11242-020-01483-0,Article
Coupling Between Poromechanical Behavior and Fluid Flow in Tight Rock,Transport in Porous Media,,,,10.1007/s11242-020-01484-z,Kiseok KimRoman Y. Makhnenko,2020,https://link.springer.com/article/10.1007/s11242-020-01484-z,Article
Petrophysical Correlations for the Permeability of Coquinas (Carbonate Rocks),Transport in Porous Media,,,,10.1007/s11242-020-01474-1,M. C. O. LimaE. M. PontedeiroM. RamirezA. BoydM. Th. van GenuchtenL. BorghiP. CoutoA. Raoof,2020,https://link.springer.com/article/10.1007/s11242-020-01474-1,Article
Fluid Displacement in a Dual-Permeability Medium with Local Capillary Equilibrium,Transport in Porous Media,,,,10.1007/s11242-020-01486-x,Andrey Afanasyev,2020,https://link.springer.com/article/10.1007/s11242-020-01486-x,Article
Upscaled Model for Multicomponent Gas Transport in Porous Media Incorporating Slip Effect,Transport in Porous Media,,,,10.1007/s11242-020-01478-x,C. MoyneT. D. LeG. Maranzana,2020,https://link.springer.com/article/10.1007/s11242-020-01478-x,Article
Mathematical Model of Water Alternated Polymer Injection,Transport in Porous Media,,,,10.1007/s11242-020-01482-1,Bruno J. VicenteViatcheslav I. PriimenkoAdolfo P. Pires,2020,https://link.springer.com/article/10.1007/s11242-020-01482-1,Article
A New Multiscale Computational Model for Low Salinity Waterflooding in Clay Bearing Sandstones,Transport in Porous Media,,,,10.1007/s11242-020-01480-3,Sidarta A. LimaMárcio A. MuradBruno J. VicenteAdolfo P. Pires,2020,https://link.springer.com/article/10.1007/s11242-020-01480-3,Article
Lagrangian Complexity Persists with Multimodal Flow Forcing in Compressible Porous Systems,Transport in Porous Media,,,,10.1007/s11242-020-01487-w,M. G. TrefryD. R. LesterG. MetcalfeJ. Wu,2020,https://link.springer.com/article/10.1007/s11242-020-01487-w,Article
On the Performance of the Node Control Volume Finite Element Method for Modeling Multi-phase Fluid Flow in Heterogeneous Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01481-2,Abdul Salam AbdAhmad S. Abushaikha,2020,https://link.springer.com/article/10.1007/s11242-020-01481-2,Article
On the Modelling of Immiscible Viscous Fingering in Two-Phase Flow in Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01479-w,K. S. SorbieA. Y. Al GhafriA. SkaugeE. J. Mackay,2020,https://link.springer.com/article/10.1007/s11242-020-01479-w,Article
Darcy–Brinkman Flow in a Corrugated Curved Channel,Transport in Porous Media,,,,10.1007/s11242-020-01473-2,Nnamdi Fidelis OkechiSaleem Asghar,2020,https://link.springer.com/article/10.1007/s11242-020-01473-2,Article
Semi-Analytical Solution of Chemical Flooding in Heterogeneous Non-Communicating Layers with a Focus on Low Salinity Water Flooding,Transport in Porous Media,,,,10.1007/s11242-020-01471-4,Hasan Al-IbadiKarl D. StephenEric J. Mackay,2020,https://link.springer.com/article/10.1007/s11242-020-01471-4,Article
A Stochastic Two-Scale Model for Rarefied Gas Flow in Highly Heterogeneous Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01476-z,Francesc Pérez-RàfolsFredrik ForsbergGunnar HellströmAndreas Almqvist,2020,https://link.springer.com/article/10.1007/s11242-020-01476-z,Article
Pore-to-Core Upscaling of Solute Transport Under Steady-State Two-Phase Flow Conditions Using Dynamic Pore Network Modeling Approach,Transport in Porous Media,,,,10.1007/s11242-020-01475-0,Yanbin GongMohammad Piri,2020,https://link.springer.com/article/10.1007/s11242-020-01475-0,Article
Flow Path Selection During Capillary Rise in Rock: Effects of Pore Branching and Pore Radius Variation,Transport in Porous Media,,,,10.1007/s11242-020-01470-5,Tadashi YokoyamaMasashi YorimotoNaoki Nishiyama,2020,https://link.springer.com/article/10.1007/s11242-020-01470-5,Article
A Hybrid-Dimensional Coupled Pore-Network/Free-Flow Model Including Pore-Scale Slip and Its Application to a Micromodel Experiment,Transport in Porous Media,,,,10.1007/s11242-020-01477-y,K. WeishauptA. TerzisI. ZarikosG. YangB. FlemischD. A. M. de WinterR. Helmig,2020,https://link.springer.com/article/10.1007/s11242-020-01477-y,Article
Role of Preexisting Rock Discontinuities in Fracturing Fluid Leakoff and Flowback,Transport in Porous Media,,,,10.1007/s11242-020-01472-3,Anna IpatovaDimitry Chuprakov,2020,https://link.springer.com/article/10.1007/s11242-020-01472-3,Article
A Dual-Permeability Approach to Study Anomalous Moisture Transport Properties of Cement-Based Materials,Transport in Porous Media,,,,10.1007/s11242-020-01469-y,Zhidong ZhangUeli Angst,2020,https://link.springer.com/article/10.1007/s11242-020-01469-y,Article
CNN-PFVS: Integrating Neural Network and Finite Volume Models to Accelerate Flow Simulation on Pore Space Images,Transport in Porous Media,,,,10.1007/s11242-020-01466-1,Traiwit ChungYing Da WangRyan T. ArmstrongPeyman Mostaghimi,2020,https://link.springer.com/article/10.1007/s11242-020-01466-1,Article
New Semi-Analytical Solutions for Advection–Dispersion Equations in Multilayer Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01468-z,Elliot J. Carr,2020,https://link.springer.com/article/10.1007/s11242-020-01468-z,Article
Modelling of Transportation Process in Plane Flows with Stagnation Points,Transport in Porous Media,,,,10.1007/s11242-020-01465-2,Boris S. MaryshevMichael A. Zaks,2020,https://link.springer.com/article/10.1007/s11242-020-01465-2,Article
Modelling and Experimental Characterization of Unsaturated Flow in Absorbent and Swelling Porous Media: Material Characterization,Transport in Porous Media,,,,10.1007/s11242-020-01467-0,Tommaso SantagataRoberto SolimeneGilberto ApreaPiero Salatino,2020,https://link.springer.com/article/10.1007/s11242-020-01467-0,Article
Integration of Time-Lapse Seismic and Production Data: Analysis of Spatial Resolution,Transport in Porous Media,,,,10.1007/s11242-020-01463-4,Gill HetzAkhil Datta-Gupta,2020,https://link.springer.com/article/10.1007/s11242-020-01463-4,Article
Nanofluid-Induced Wettability Gradient and Imbibition Enhancement in Natural Porous Media: A Pore-scale Experimental Investigation,Transport in Porous Media,,,,10.1007/s11242-020-01459-0,Wendi KuangSoheil SarajiMohammad Piri,2020,https://link.springer.com/article/10.1007/s11242-020-01459-0,Article
Apparent Liquid Permeability in Mixed-Wet Shale Permeable Media,Transport in Porous Media,,,,10.1007/s11242-020-01462-5,Dian FanAmin EttehadtavakkolWendong Wang,2020,https://link.springer.com/article/10.1007/s11242-020-01462-5,Article
The Deposition Characteristics of Coupled Lead Ions and Suspended Silicon Powders Along the Migration Distance in Water Seepage,Transport in Porous Media,,,,10.1007/s11242-020-01464-3,Bing BaiJiaxi ZhangLulu LiuYanjie Ji,2020,https://link.springer.com/article/10.1007/s11242-020-01464-3,Article
Permeability of Monodisperse Solid Foams,Transport in Porous Media,,,,10.1007/s11242-020-01461-6,Olivier PitoisAsmaa KaddamiVincent Langlois,2020,https://link.springer.com/article/10.1007/s11242-020-01461-6,Article
Shallow Subsurface Environmental Remediation by Using Tracer–Surfactant–Foam Processes: History-Matching and Performance Prediction,Transport in Porous Media,,,,10.1007/s11242-020-01458-1,H. FleifelM. IzadiS. ParkI. GuptaG. LeeS. I. Kam,2020,https://link.springer.com/article/10.1007/s11242-020-01458-1,Article
Darcy–Brinkman–Forchheimer Model for Film Boiling in Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01452-7,A. A. AvramenkoIgor V. ShevchukM. M. KovetskayaY. Y. Kovetska,2020,https://link.springer.com/article/10.1007/s11242-020-01452-7,Article
Electrokinetic Propagation of Acid and Base Fronts in Clayey Soil: An Experimental and Numerical Study,Transport in Porous Media,,,,10.1007/s11242-020-01457-2,Banambono Wilfried ForogoGuillaume StoltzNathalie TouzeStéphane Bonelli,2020,https://link.springer.com/article/10.1007/s11242-020-01457-2,Article
Inertia and Roughness-Induced Effects on the Porous Medium Flow Through a Corrugated Channel,Transport in Porous Media,,,,10.1007/s11242-020-01460-7,Eduard Marušić-PalokaIgor Pažanin,2020,https://link.springer.com/article/10.1007/s11242-020-01460-7,Article
Effects of Cilia Movement on Fluid Velocity: II Numerical Solutions Over a Fixed Domain,Transport in Porous Media,,,,10.1007/s11242-020-01455-4,Kanognudge WuttanachamsriLynn Schreyer,2020,https://link.springer.com/article/10.1007/s11242-020-01455-4,Article
On the Stability of Parallel Flow in a Vertical Porous Layer with Annular Cross Section,Transport in Porous Media,,,,10.1007/s11242-020-01456-3,A. BarlettaM. CelliD. A. S. Rees,2020,https://link.springer.com/article/10.1007/s11242-020-01456-3,Article
Two Modes of Vibrational Double-Diffusive Instability in a Superposed Fluid-Porous Layer Heated from Below: The Effect of Buoyancy Ratio,Transport in Porous Media,,,,10.1007/s11242-020-01454-5,Ekaterina A. Kolchanova,2020,https://link.springer.com/article/10.1007/s11242-020-01454-5,Article
The Effect of Magnetic Field on the Stability of Double-Diffusive Convection in a Porous Layer with Horizontal Mass Throughflow,Transport in Porous Media,,,,10.1007/s11242-020-01453-6,N. DeepikaP. V. S. N. MurthyP. A. L. Narayana,2020,https://link.springer.com/article/10.1007/s11242-020-01453-6,Article
A Compressible Fluid Flow Model Coupling Channel and Porous Media Flows and Its Application to Fuel Cell Materials,Transport in Porous Media,,,,10.1007/s11242-020-01449-2,Alex JarautaValentin ZinganPeter MinevMarc Secanell,2020,https://link.springer.com/article/10.1007/s11242-020-01449-2,Article
Suitability of 2D modelling to evaluate flow properties in 3D porous media,Transport in Porous Media,,,,10.1007/s11242-020-01447-4,Ester MarafiniMichele La RoccaAldo FioriIlenia BattiatoPietro Prestininzi,2020,https://link.springer.com/article/10.1007/s11242-020-01447-4,Article
Fluid Flow Characterization Framework for Naturally Fractured Reservoirs Using Small-Scale Fully Explicit Models,Transport in Porous Media,,,,10.1007/s11242-020-01451-8,Daniel Lorng Yon WongFlorian DosterSebastian GeigerEddy FrancotFrançois Gouth,2020,https://link.springer.com/article/10.1007/s11242-020-01451-8,Article
Oil Reservoir on a Chip: Pore-Scale Study of Multiphase Flow During Near-Miscible CO<sub>2</sub> EOR and Storage,Transport in Porous Media,,,,10.1007/s11242-020-01448-3,Mojtaba SeyyediMehran Sohrabi,2020,https://link.springer.com/article/10.1007/s11242-020-01448-3,Article
Nonlinear Stability for Thermal Convection in a Brinkman Porous Material with Viscous Dissipation,Transport in Porous Media,,,,10.1007/s11242-020-01446-5,Brian Straughan,2020,https://link.springer.com/article/10.1007/s11242-020-01446-5,Article
Fast Mixing in Heterogeneous Media Characterized by Fractional Derivative Model,Transport in Porous Media,,,,10.1007/s11242-020-01450-9,Yingjie LiangZhi DouLizhou WuZhifang Zhou,2020,https://link.springer.com/article/10.1007/s11242-020-01450-9,Article
"Obstacles, Interfacial Forms, and Turbulence: A Numerical Analysis of Soil–Water Evaporation Across Different Interfaces",Transport in Porous Media,,,,10.1007/s11242-020-01445-6,Edward ColtmanMelanie LippAndrea VescoviniRainer Helmig,2020,https://link.springer.com/article/10.1007/s11242-020-01445-6,Article
A Data-Driven Multiscale Framework to Estimate Effective Properties of Lithium-Ion Batteries from Microstructure Images,Transport in Porous Media,,,,10.1007/s11242-020-01441-w,Svyatoslav KorneevHarikesh ArunachalamSimona OnoriIlenia Battiato,2020,https://link.springer.com/article/10.1007/s11242-020-01441-w,Article
"Electroosmotic Coupling in Porous Media, a New Model Based on a Fractal Upscaling Procedure",Transport in Porous Media,,,,10.1007/s11242-020-01444-7,Luong Duy ThanhDamien JougnotPhan Van DoAida MendietaNguyen Xuan CaVu Xuan HoaPham Minh TanNguyen Thi Hien,2020,https://link.springer.com/article/10.1007/s11242-020-01444-7,Article
A Channel Model for Bi-viscous Fluid Flow in Fractures,Transport in Porous Media,,,,10.1007/s11242-020-01438-5,Alessandro LenciVittorio Di Federico,2020,https://link.springer.com/article/10.1007/s11242-020-01438-5,Article
Experimental Study of Foam Flow in Highly Permeable Porous Media for Soil Remediation,Transport in Porous Media,,,,10.1007/s11242-020-01443-8,Romain ArandaHossein DavarzaniStéfan ColombanoFabien LaurentHenri Bertin,2020,https://link.springer.com/article/10.1007/s11242-020-01443-8,Article
Continuous Relative Permeability Model for Compositional Simulation,Transport in Porous Media,,,,10.1007/s11242-020-01440-x,Ouassim KhebzeggaAlireza IranshahrHamdi Tchelepi,2020,https://link.springer.com/article/10.1007/s11242-020-01440-x,Article
"Fluid flow through 3D-printed particle beds: a new technique for understanding, validating, and improving predictability of permeability from empirical equations",Transport in Porous Media,,,,10.1007/s11242-020-01432-x,Sondre GjengedalVegard BrøtanOle T. BusetErik LarsenOlav Å. BergOle TorsæterRandi K. RamstadBernt O. HilmoBjørn S. Frengstad,2020,https://link.springer.com/article/10.1007/s11242-020-01432-x,Article
Similarity Solutions for Local Thermal Non-equilibrium Boundary-Layer Flows in a Fluid-Saturated Porous Medium,Transport in Porous Media,,,,10.1007/s11242-020-01439-4,Yuan YiFujio KuwaharaXiaohui BaiAkira Nakayama,2020,https://link.springer.com/article/10.1007/s11242-020-01439-4,Article
Pore Network Investigation of Gas Trapping and Mobility During Foam Propagation Using Invasion Percolation with Memory,Transport in Porous Media,,,,10.1007/s11242-020-01442-9,Jing ZhaoFarshid TorabiJun Yang,2020,https://link.springer.com/article/10.1007/s11242-020-01442-9,Article
Laterally Penetrative Onset of Convection in a Horizontal Porous Layer,Transport in Porous Media,,,,10.1007/s11242-020-01437-6,Peder A. TyvandJonas Kristiansen Nøland,2020,https://link.springer.com/article/10.1007/s11242-020-01437-6,Article
Exact Solution for Tertiary Polymer Flooding with Polymer Mechanical Entrapment and Adsorption,Transport in Porous Media,,,,10.1007/s11242-020-01436-7,S. BorazjaniL. DehdariP. Bedrikovetsky,2020,https://link.springer.com/article/10.1007/s11242-020-01436-7,Article
Cooling System with Porous Finned Heat Sink for Heat-Generating Element,Transport in Porous Media,,,,10.1007/s11242-020-01433-w,M. S. AstaninaM. M. RashidiM. A. SheremetG. Lorenzini,2020,https://link.springer.com/article/10.1007/s11242-020-01433-w,Article
Investigation of the Time-Dependent Transitions Between the Time-Fractional and Standard Diffusion in a Hierarchical Porous Material,Transport in Porous Media,,,,10.1007/s11242-020-01435-8,Alexey A. ZhokhPeter E. Strizhak,2020,https://link.springer.com/article/10.1007/s11242-020-01435-8,Article
Modelling the Impact of Anisotropy on Hydrocarbon Production in Heterogeneous Reservoirs,Transport in Porous Media,,,,10.1007/s11242-020-01430-z,Saddam SinanPaul W. J. GloverPiroska Lorinczi,2020,https://link.springer.com/article/10.1007/s11242-020-01430-z,Article
The Effect of Gas Solubility on the Secondary Sorption in a Portland Cement Mortar Observed by X-ray CT,Transport in Porous Media,,,,10.1007/s11242-020-01429-6,Laura E. DaltonKarl JarvisMohammad Pour-Ghaz,2020,https://link.springer.com/article/10.1007/s11242-020-01429-6,Article
A Pore-Network Simulation Model of Dynamic CO<sub>2</sub> Migration in Organic-Rich Shale Formations,Transport in Porous Media,,,,10.1007/s11242-020-01434-9,Pengwei ZhangMichael A. CeliaKarl W. BandillaLiming HuJay N. Meegoda,2020,https://link.springer.com/article/10.1007/s11242-020-01434-9,Article
Effect of Shear Direction Change on Shear-Flow-Transport Processes in Single Rough-Walled Rock Fractures,Transport in Porous Media,,,,10.1007/s11242-020-01428-7,Richeng LiuNa HuangYujing JiangGuansheng HanHongwen Jing,2020,https://link.springer.com/article/10.1007/s11242-020-01428-7,Article
Impact of Thermal Non-equilibrium on the Stability of Natural Convection in an Oldroyd-B Fluid-Saturated Vertical Porous Layer with Internal Heat Sources,Transport in Porous Media,,,,10.1007/s11242-020-01431-y,B. M. ShankarI. S. ShivakumaraS. B. Naveen,2020,https://link.springer.com/article/10.1007/s11242-020-01431-y,Article
Correction to: Accelerating Reactive Transport Modeling: On-Demand Machine Learning Algorithm for Chemical Equilibrium Calculations,Transport in Porous Media,,,,10.1007/s11242-020-01421-0,Allan M. M. LealSvetlana KyasDmitrii A. KulikMartin O. Saar,2020,https://link.springer.com/article/10.1007/s11242-020-01421-0,Article
Dynamic Green’s Functions for an Anisotropic Multilayered Poroelastic Half-Space,Transport in Porous Media,,,,10.1007/s11242-020-01424-x,Fang WangTao DingXueli HanLei Lv,2020,https://link.springer.com/article/10.1007/s11242-020-01424-x,Article
Method for Calculating Non-Darcy Flow Permeability in Tight Oil Reservoir,Transport in Porous Media,,,,10.1007/s11242-020-01427-8,Hengli WangLeng TianDaihong GuMei LiXiaolong ChaiYicong Yang,2020,https://link.springer.com/article/10.1007/s11242-020-01427-8,Article
Numerical Modeling of Momentum Dispersion in Porous Media Based on the Pore Scale Prevalence Hypothesis,Transport in Porous Media,,,,10.1007/s11242-020-01423-y,Feixiong RaoAndrey V. KuznetsovYan Jin,2020,https://link.springer.com/article/10.1007/s11242-020-01423-y,Article
Modeling Geometric State for Fluids in Porous Media: Evolution of the Euler Characteristic,Transport in Porous Media,,,,10.1007/s11242-020-01420-1,James E. McClureThomas RamstadZhe LiRyan T. ArmstrongSteffen Berg,2020,https://link.springer.com/article/10.1007/s11242-020-01420-1,Article
A Study of the Role of Microfractures in Counter-Current Spontaneous Imbibition by Lattice Boltzmann Simulation,Transport in Porous Media,,,,10.1007/s11242-020-01425-w,Yang LiuJianchao CaiMuhammad SahimiChaozhong Qin,2020,https://link.springer.com/article/10.1007/s11242-020-01425-w,Article
Contribution to the Modelling of Coupled Heat and Mass Transfers on 3D Real Structure of Heterogeneous Building Materials: Application to Hemp Concrete,Transport in Porous Media,,,,10.1007/s11242-020-01426-9,Fares BennaiKamilia AbahriRafik Belarbi,2020,https://link.springer.com/article/10.1007/s11242-020-01426-9,Article
Transport of Associative Polymers in Low-Permeability Carbonates,Transport in Porous Media,,,,10.1007/s11242-020-01422-z,Pinaki GhoshAngel ZepedaGildardo BernalKishore K. Mohanty,2020,https://link.springer.com/article/10.1007/s11242-020-01422-z,Article
Study on Viscous Fluid Flow in Disordered-Deformable Porous Media Using Hydro-mechanically Coupled Pore-Network Modeling,Transport in Porous Media,,,,10.1007/s11242-020-01419-8,Min-Kyung JeonSeunghee KimAmin Hosseini ZadehTae-Hyuk Kwon,2020,https://link.springer.com/article/10.1007/s11242-020-01419-8,Article
Contact Angle Measurements Using Sessile Drop and Micro-CT Data from Six Sandstones,Transport in Porous Media,,,,10.1007/s11242-020-01415-y,Laura E. DaltonDeepak TapriyalDustin CrandallAngela GoodmanFan ShiFoad Haeri,2020,https://link.springer.com/article/10.1007/s11242-020-01415-y,Article
"The Mechanism for Improved Polymer Gel Blocking During Low-Salinity Waterfloods, Investigated Using Positron Emission Tomography Imaging",Transport in Porous Media,,,,10.1007/s11242-020-01417-w,Bergit BrattekåsRandy Seright,2020,https://link.springer.com/article/10.1007/s11242-020-01417-w,Article
Effect of Initial Wettability on Rock Mechanics and Oil Recovery: Comparative Study on Outcrop Chalks,Transport in Porous Media,,,,10.1007/s11242-020-01416-x,Jaspreet S. SachdevaAnders NermoenReidar I. KorsnesMerete V. Madland,2020,https://link.springer.com/article/10.1007/s11242-020-01416-x,Article
Correction to: Radius of Investigation in Pressure Transient Testing,Transport in Porous Media,,,,10.1007/s11242-020-01414-z,T. S. RamakrishnanM. D. PrangeF. J. Kuchuk,2020,https://link.springer.com/article/10.1007/s11242-020-01414-z,Article
On the Interfacial Flow Over Porous Media Composed of Packed Spheres: Part 1-Identification of the Effective Slip Length,Transport in Porous Media,,,,10.1007/s11242-020-01418-9,Jin Gang LuSeung Chan ChoWook Ryol Hwang,2020,https://link.springer.com/article/10.1007/s11242-020-01418-9,Article
Accelerating Reactive Transport Modeling: On-Demand Machine Learning Algorithm for Chemical Equilibrium Calculations,Transport in Porous Media,,,,10.1007/s11242-020-01412-1,Allan M. M. LealSvetlana KyasDmitrii A. KulikMartin O. Saar,2020,https://link.springer.com/article/10.1007/s11242-020-01412-1,Article
Optimisation of Gas Access Through a Thin Porous Layer with a Partially Occluded Inlet Surface,Transport in Porous Media,,,,10.1007/s11242-020-01413-0,Pierre CarrèreMarc Prat,2020,https://link.springer.com/article/10.1007/s11242-020-01413-0,Article
An Experimental Method to Measure Gaseous Diffusivity in Tight and Partially Saturated Porous Media via Continuously Monitored Mass Spectrometry,Transport in Porous Media,,,,10.1007/s11242-020-01397-x,Matthew J. PaulScott BroomeKristopher L. KuhlmanJoshua FeldmanJason Heath,2020,https://link.springer.com/article/10.1007/s11242-020-01397-x,Article
Accessing Preferential Foam Flow Paths in 2D Micromodel Using a Graph-Based 2-Parameter Model,Transport in Porous Media,,,,10.1007/s11242-020-01411-2,Christopher YeatesSouhail YoussefElise Lorenceau,2020,https://link.springer.com/article/10.1007/s11242-020-01411-2,Article
Conjugate Phase Change Heat Transfer in an Inclined Compound Cavity Partially Filled with a Porous Medium: A Deformed Mesh Approach,Transport in Porous Media,,,,10.1007/s11242-020-01407-y,S. A. M. MehryanKasra Ayoubi-AyoublooMohammad ShahabadiMohammad GhalambazPouyan TalebizadehsardariAli Chamkha,2020,https://link.springer.com/article/10.1007/s11242-020-01407-y,Article
On the Influence of Boundary Conditions when Determining Transport Coefficients from Finite Samples of Porous Media: Assessment for Tomographic Images of Real Materials,Transport in Porous Media,,,,10.1007/s11242-020-01404-1,Jianwei ShiGermain BoyerValeri V. MourzenkoJean-François Thovert,2020,https://link.springer.com/article/10.1007/s11242-020-01404-1,Article
Resolution Effect: An Error Correction Model for Intrinsic Permeability of Porous Media Estimated from Lattice Boltzmann Method,Transport in Porous Media,,,,10.1007/s11242-020-01406-z,Jinlong FuJiabin DongYongliang WangYang JuD. Roger J. OwenChenfeng Li,2020,https://link.springer.com/article/10.1007/s11242-020-01406-z,Article
Equivalent Permeability of Fractured Media Incorporating Tortuosity and Nonlinear Flow,Transport in Porous Media,,,,10.1007/s11242-020-01410-3,Peng DengJianting Zhu,2020,https://link.springer.com/article/10.1007/s11242-020-01410-3,Article
An Analysis of Thermal Radiation in Porous Media Under Local Thermal Non-equilibrium,Transport in Porous Media,,,,10.1007/s11242-020-01408-x,R. C. Moro FilhoW. Malalasekera,2020,https://link.springer.com/article/10.1007/s11242-020-01408-x,Article
"A Triple Pore Network Model (T-PNM) for Gas Flow Simulation in Fractured, Micro-porous and Meso-porous Media",Transport in Porous Media,,,,10.1007/s11242-020-01409-w,Arash RabbaniMasoud BabaeiFarzam Javadpour,2020,https://link.springer.com/article/10.1007/s11242-020-01409-w,Article
Analytical Solutions for a 1D Scale Inhibitor Transport Model with Coupled Adsorption and Precipitation,Transport in Porous Media,,,,10.1007/s11242-020-01405-0,A. StamatiouK. S. Sorbie,2020,https://link.springer.com/article/10.1007/s11242-020-01405-0,Article
Oscillatory Convection Onset in a Porous Rectangle with Non-analytical Corners,Transport in Porous Media,,,,10.1007/s11242-020-01403-2,Peder Albert TyvandJonas Kristiansen Nøland,2020,https://link.springer.com/article/10.1007/s11242-020-01403-2,Article
Küppers–Lortz Instability in the Rotating Brinkman–Bénard Problem,Transport in Porous Media,,,,10.1007/s11242-020-01401-4,P. G. SiddheshwarC. SiddabasappaD. Laroze,2020,https://link.springer.com/article/10.1007/s11242-020-01401-4,Article
Effects of Porous Fins on Mixed Convection and Heat Transfer Mechanics in Lid-Driven Cavities: Full Numerical Modeling and Parametric Simulations,Transport in Porous Media,,,,10.1007/s11242-020-01402-3,Lei WangWei-Wei WangYang CaiDi LiuFu-Yun Zhao,2020,https://link.springer.com/article/10.1007/s11242-020-01402-3,Article
Pore Network Modeling of the Effects of Viscosity Ratio and Pressure Gradient on Steady-State Incompressible Two-Phase Flow in Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01395-z,Magnus Aa. GjennestadMathias WinklerAlex Hansen,2020,https://link.springer.com/article/10.1007/s11242-020-01395-z,Article
The Linear Boltzmann Equation in Column Experiments of Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01393-1,Kenji AmagaiMotoko YamakawaManabu MachidaYuko Hatano,2020,https://link.springer.com/article/10.1007/s11242-020-01393-1,Article
On the Interfacial Flow Over Porous Media Composed of Packed Spheres: Part 2-Optimal Stokes–Brinkman Coupling with Effective Navier-Slip Approach,Transport in Porous Media,,,,10.1007/s11242-020-01398-w,Jin Gang LuWook Ryol Hwang,2020,https://link.springer.com/article/10.1007/s11242-020-01398-w,Article
Numerical Investigation of Viscous Fingering Phenomenon for Raw Field Data,Transport in Porous Media,,,,10.1007/s11242-020-01400-5,F. BakharevL. CampoliA. EninS. MatveenkoY. PetrovaS. TikhomirovA. Yakovlev,2020,https://link.springer.com/article/10.1007/s11242-020-01400-5,Article
Prediction of Electrolyte Distribution in Technical Gas Diffusion Electrodes: From Imaging to SPH Simulations,Transport in Porous Media,,,,10.1007/s11242-020-01396-y,P. KunzM. PaulischM. OsenbergB. BischofI. MankeU. Nieken,2020,https://link.springer.com/article/10.1007/s11242-020-01396-y,Article
Wall Effect Mitigation Techniques for Experiments with Planar Walls,Transport in Porous Media,,,,10.1007/s11242-020-01399-9,Eric J. RothRoseanna M. NeupauerDavid C. MaysLauren J. SatherJohn P. Crimaldi,2020,https://link.springer.com/article/10.1007/s11242-020-01399-9,Article
Using Microfluidic Set-Up to Determine the Adsorption Rate of <i>Sporosarcina pasteurii</i> Bacteria on Sandstone,Transport in Porous Media,,,,10.1007/s11242-020-01391-3,Tom MarzinBrice DesvagesAdama CreppyLouis LépineAnnette Esnault-FiletHarold Auradou,2020,https://link.springer.com/article/10.1007/s11242-020-01391-3,Article
Some Observations on Testing Conditions of High-Temperature Experiments on Concrete: An Insight from Neutron Tomography,Transport in Porous Media,,,,10.1007/s11242-020-01392-2,Dorjan DautiAlessandro TengattiniStefano Dal PontNikolajs ToropovsMatthieu BriffautBenedikt Weber,2020,https://link.springer.com/article/10.1007/s11242-020-01392-2,Article
Study of the Factors Influencing Diffusive Tortuosity Based on Pore-Scale SPH Simulation of Granular Soil,Transport in Porous Media,,,,10.1007/s11242-020-01394-0,Dengyu RaoBing Bai,2020,https://link.springer.com/article/10.1007/s11242-020-01394-0,Article
Solute Dispersion of Organic Compounds on Undisturbed Soil Columns,Transport in Porous Media,,,,10.1007/s11242-020-01390-4,Ramile Gomes Uzêda SousaIara Brandão de OliveiraSandro Lemos MachadoMiriam de Fátima Carvalho,2020,https://link.springer.com/article/10.1007/s11242-020-01390-4,Article
The Porosity and Permeability of Binary Grain Mixtures,Transport in Porous Media,,,,10.1007/s11242-020-01378-0,Paul W. J. GloverMiao Luo,2020,https://link.springer.com/article/10.1007/s11242-020-01378-0,Article
Coordinated Variation of Contact Angles During Mobilization of Double Liquid–Gas Interfaces in a Microcapillary,Transport in Porous Media,,,,10.1007/s11242-020-01386-0,Da LeiMian LinYun LiWenbin Jiang,2020,https://link.springer.com/article/10.1007/s11242-020-01386-0,Article
Solution Construction to a Class of Riemann Problems of Multiphase Flow in Porous Media,Transport in Porous Media,,,,10.1007/s11242-020-01389-x,Mehran MehrabiKamy SepehrnooriMojdeh Delshad,2020,https://link.springer.com/article/10.1007/s11242-020-01389-x,Article
