Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
FluidFlower Benchmark: Lessons Learned from the Perspective of Subsurface Simulation,Transport in Porous Media,,,,10.1007/s11242-023-01984-8,Michiel WapperomXiaoming TianAleks NovikovDenis Voskov,2023,https://link.springer.com/article/10.1007/s11242-023-01984-8,Article
Pore-Scale Insights into In-Situ Mixing Control by Polymer-Enhanced Low-Salinity Waterflooding (PELS),Transport in Porous Media,,,,10.1007/s11242-023-01991-9,Mohammadreza PoshtpanahArman Darvish SarvestaniHassan MahaniBehzad Rostami,2023,https://link.springer.com/article/10.1007/s11242-023-01991-9,Article
Poromechanics Constitutive Relations and Analytical Solution for Nonlinear Gas Transport and Sorption in Deformable Rocks,Transport in Porous Media,,,,10.1007/s11242-023-01990-w,Wei ZhangAmin Mehrabian,2023,https://link.springer.com/article/10.1007/s11242-023-01990-w,Article
Quantitative Evaluation of the Pore Characteristics in Platelet Particle Beds by Pore Network Modeling,Transport in Porous Media,,,,10.1007/s11242-023-01997-3,Keita YamamotoKyoka IshiyamaShusaku Harada,2023,https://link.springer.com/article/10.1007/s11242-023-01997-3,Article
A Method to Correct Steady-State Relative Permeability Measurements for Inhomogeneous Saturation Profiles in One-Dimensional Flow,Transport in Porous Media,,,,10.1007/s11242-023-01988-4,Guanglei ZhangSajjad ForoughiBranko BijeljicMartin J. Blunt,2023,https://link.springer.com/article/10.1007/s11242-023-01988-4,Article
Trade-Off Between Permeability and Compressive Strength for Aerated Concrete-Based Material with Fly-Ash Under High Pressure,Transport in Porous Media,,,,10.1007/s11242-023-01949-x,W. P. YueT. LuoK. D. Liu,2023,https://link.springer.com/article/10.1007/s11242-023-01949-x,Article
Simulation of CO<sub>2</sub> Storage Using a Parameterization Method for Essential Trapping Physics: FluidFlower Benchmark Study,Transport in Porous Media,,,,10.1007/s11242-023-01987-5,Yuhang WangZiliang ZhangCornelis VuikHadi Hajibeygi,2023,https://link.springer.com/article/10.1007/s11242-023-01987-5,Article
Stability of Flow of a Variable-Viscosity Fluid Saturating a Differentially Heated Vertical Porous Layer,Transport in Porous Media,,,,10.1007/s11242-023-01975-9,B. M. ShankarK. V. NagamaniI. S. Shivakumara,2023,https://link.springer.com/article/10.1007/s11242-023-01975-9,Article
Editorial to the Special Issue: Multi-Scale and Multi-Physics Processes in Geological Systems with Fractured Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01974-w,Wei YuZhiming ChenBin WangWendong WangKamy Sepehrnoori,2023,https://link.springer.com/article/10.1007/s11242-023-01974-w,Article
A Two-Domain Local Thermal Non-equilibrium Analysis for Forced Convection in a Transpiration-Cooled Channel Filled with a Porous Medium,Transport in Porous Media,,,,10.1007/s11242-023-01981-x,Yuan YiYong LiuAkira Nakayama,2023,https://link.springer.com/article/10.1007/s11242-023-01981-x,Article
Natural Convection of Variable Viscosity Fluid in a Partially Porous Cube Having Heat-generating Element Under Local Thermal Non-Equilibrium Model,Transport in Porous Media,,,,10.1007/s11242-023-01982-w,Marina S. AstaninaMikhail A. Sheremet,2023,https://link.springer.com/article/10.1007/s11242-023-01982-w,Article
Surfactant/Foam Processes in Shallow Subsurface Remediation: Evaluation of Foams as a Blocking Agent,Transport in Porous Media,,,,10.1007/s11242-023-01980-y,B. Cepeda-SalgadoG. S. LeeI. GuptaC. WillsonS. I. Kam,2023,https://link.springer.com/article/10.1007/s11242-023-01980-y,Article
Simulation of Reactive Transport in Fractured Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01946-0,Shin Irgens BanshoyaInga BerreEirik Keilegavlen,2023,https://link.springer.com/article/10.1007/s11242-023-01946-0,Article
Electromagnetic/Acoustic Coupling in Partially Saturated Porous Rocks: An Extension of Pride’s Theory,Transport in Porous Media,,,,10.1007/s11242-023-01983-9,Leonardo B. MonachesiFabio I. ZysermanLaurence JouniauxArthur H. Thompson,2023,https://link.springer.com/article/10.1007/s11242-023-01983-9,Article
Flow Regimes and Types of Solid Obstacle Surface Roughness in Turbulent Heat Transfer Inside Periodic Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01978-6,Vishal SrikanthDylan PeverallAndrey V. Kuznetsov,2023,https://link.springer.com/article/10.1007/s11242-023-01978-6,Article
"Publisher Correction: Droplet Formation, Growth and Detachment at the Interface of a Coupled Free‑FLow–Porous Medium System: A New Model Development and Comparison",Transport in Porous Media,,,,10.1007/s11242-023-01970-0,Maziar VeyskaramiCynthia MichalkowskiCarina BringedalRainer Helmig,2023,https://link.springer.com/article/10.1007/s11242-023-01970-0,Article
Transport Pattern and Placement Characteristics of Proppant in Different Rough Fractures,Transport in Porous Media,,,,10.1007/s11242-023-01965-x,Tianyu WangPengjun ZhongGensheng LiMao ShengHaitao WenShouceng Tian,2023,https://link.springer.com/article/10.1007/s11242-023-01965-x,Article
An Experimental Study of Wormhole Morphology with a Novel Acid System in Ultra-High-Temperature Carbonate Reservoirs,Transport in Porous Media,,,,10.1007/s11242-023-01976-8,Matthew MonetteQuoc P. Nguyen,2023,https://link.springer.com/article/10.1007/s11242-023-01976-8,Article
Transport and Fate of Ureolytic <i>Sporosarcina pasteurii</i> in Saturated Sand Columns: Experiments and Modelling,Transport in Porous Media,,,,10.1007/s11242-023-01973-x,Guijie SangRebecca J. LunnGrainne El MountassirJames M. Minto,2023,https://link.springer.com/article/10.1007/s11242-023-01973-x,Article
Apparent Permeability Evolution Due to Colloid Migration Under Cyclic Confining Pressure: On the Example of Porous Limestone,Transport in Porous Media,,,,10.1007/s11242-023-01979-5,Evgenii Vasilevich KozhevnikovMikhail Sergeevich TurbakovEvgenii Pavlovich RiabokonEvgenii Aleksandrovich Gladkikh,2023,https://link.springer.com/article/10.1007/s11242-023-01979-5,Article
"Direct Comparison of Numerical Simulations and Experiments of <span class=""mathjax-tex"">\(\hbox {CO}_2\)</span> Injection and Migration in Geologic Media: Value of Local Data and Forecasting Capability",Transport in Porous Media,,,,10.1007/s11242-023-01972-y,Lluís Saló-SalgadoMalin HaugenKristoffer EikehaugMartin FernøJan M. NordbottenRuben Juanes,2023,https://link.springer.com/article/10.1007/s11242-023-01972-y,Article
Assessing the Mobilization of Trapped Mass of Emulsions Flowing in an Idealized Pore Using the Lattice Boltzmann Method,Transport in Porous Media,,,,10.1007/s11242-023-01959-9,Stefano MilianiMichele La RoccaAndrea MontessoriPietro Prestininzi,2023,https://link.springer.com/article/10.1007/s11242-023-01959-9,Article
Steady-State Transitions in Ordered Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01966-w,T. O. M. ForslundI. A. S. LarssonJ. G. I. HellströmT. S. Lundström,2023,https://link.springer.com/article/10.1007/s11242-023-01966-w,Article
The Effect of Groundwater Level on Forced Convection Heat Transfer from a Buried Cylinder,Transport in Porous Media,,,,10.1007/s11242-023-01967-9,Tsubasa OiShigeo KimuraYoichi UtanoharaMichael Vynnycky,2023,https://link.springer.com/article/10.1007/s11242-023-01967-9,Article
Quantifying the Impact of 3D Pore Space Morphology on Soil Gas Diffusion in Loam and Sand,Transport in Porous Media,,,,10.1007/s11242-023-01971-z,Benedikt PriflingMatthias WeberNadja RayAlexander PrechtelMaxime PhalempinSteffen SchlüterDoris VetterleinVolker Schmidt,2023,https://link.springer.com/article/10.1007/s11242-023-01971-z,Article
Water Harvesting by Molecular Sieves Using Self-sustained Continuous Flow,Transport in Porous Media,,,,10.1007/s11242-023-01962-0,Ulises Torres-HerreraMaría Fernanda Ballesteros-RivasVíctor Varela-GuerreroJorge Balmaseda,2023,https://link.springer.com/article/10.1007/s11242-023-01962-0,Article
Analysis of Uranium Sorption in a Laboratory Column Experiment Using a Reactive Transport and Surface Complexation Model,Transport in Porous Media,,,,10.1007/s11242-023-01956-y,Yousef BaqerSteven ThorntonDouglas I. StewartSimon NorrisXiaoHui Chen,2023,https://link.springer.com/article/10.1007/s11242-023-01956-y,Article
Predicting Shear-Thinning Fluid Flows in Porous Media Using Pore Network Modeling: Simulations and Experimental Validation,Transport in Porous Media,,,,10.1007/s11242-023-01968-8,Antonio Rodríguez de CastroMehrez AgnaouJeff Gostick,2023,https://link.springer.com/article/10.1007/s11242-023-01968-8,Article
Prediction of 3D Velocity Field of Reticulated Foams Using Deep Learning for Transport Analysis,Transport in Porous Media,,,,10.1007/s11242-023-01961-1,Danny D. KoHangjie JiY. Sungtaek Ju,2023,https://link.springer.com/article/10.1007/s11242-023-01961-1,Article
"Microscale Modelling of Flow, Heat and Mass Transport During Vacuum Cooling of Porous Foods: Effective Property Computation",Transport in Porous Media,,,,10.1007/s11242-023-01942-4,Clement Kehinde AjaniZhiwei ZhuDa-Wen Sun,2023,https://link.springer.com/article/10.1007/s11242-023-01942-4,Article
Pore-Scale Evaluation of Physicochemical Interactions by Engineered Water Injections,Transport in Porous Media,,,,10.1007/s11242-023-01963-z,Artur ShapovalAleksandr ZhuravljovZakhar LanetcSheikh S. Rahman,2023,https://link.springer.com/article/10.1007/s11242-023-01963-z,Article
Modelling the FluidFlower: Insights from Characterisation and Numerical Predictions,Transport in Porous Media,,,,10.1007/s11242-023-01969-7,Christopher GreenSamuel J. JacksonJames GunningAndy WilkinsJonathan Ennis-King,2023,https://link.springer.com/article/10.1007/s11242-023-01969-7,Article
Joint Distributions of Local Pore Space Properties Quantitatively Explain Simulated Air Flow Variations in Paper,Transport in Porous Media,,,,10.1007/s11242-023-01964-y,Peter LeitlEduardo Machado CharryEkaterina BaikovaMatthias NeumannUlrich HirnVolker SchmidtKarin Zojer,2023,https://link.springer.com/article/10.1007/s11242-023-01964-y,Article
A Two-Parameter Family of Basic State in Porous Media Leading to Darcy–Bénard Convection,Transport in Porous Media,,,,10.1007/s11242-023-01957-x,Mustafa Turkyilmazoglu,2023,https://link.springer.com/article/10.1007/s11242-023-01957-x,Article
Threshold Pressure in Non-Darcian Flow Derived from the Langevin Equation and Fluctuation Dissipation Theorem: Generalized Darcy’s Law,Transport in Porous Media,,,,10.1007/s11242-023-01951-3,Dag Chun StandnesAnders Kristoffersen,2023,https://link.springer.com/article/10.1007/s11242-023-01951-3,Article
On the Role of Gas Compressibility on Foam Injection in Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01947-z,Alexandre VicardOlivier AtteiaJean LachaudHenri Bertin,2023,https://link.springer.com/article/10.1007/s11242-023-01947-z,Article
Tortuosity of Internal Pore Space in Variously Structured Platelet Particles,Transport in Porous Media,,,,10.1007/s11242-023-01958-w,Kyoka IshiyamaKeita YamamotoShusaku HaradaTsubasa Yagi,2023,https://link.springer.com/article/10.1007/s11242-023-01958-w,Article
Effects of 3D Printing on Clay Permeability and Strength,Transport in Porous Media,,,,10.1007/s11242-023-01955-z,Morghan M. CarrYanbo WangMajid GhayoomiPania Newell,2023,https://link.springer.com/article/10.1007/s11242-023-01955-z,Article
The Deswelling of IPN Hydrogel Tablets by Lattice Boltzmann Method,Transport in Porous Media,,,,10.1007/s11242-023-01960-2,David J. ToroPedro J. BoschettiNatalia VeraOrlando PelliccioniMarcos A. Sabino,2023,https://link.springer.com/article/10.1007/s11242-023-01960-2,Article
The Prandtl–Darcy Convection in a Vertical Porous Layer may be Unstable with Internal Heating,Transport in Porous Media,,,,10.1007/s11242-023-01954-0,K. V. NagamaniB. M. ShankarI. S. Shivakumara,2023,https://link.springer.com/article/10.1007/s11242-023-01954-0,Article
Microscopic Flow Characteristics of Immiscible CO<sub>2</sub> Flooding and CO<sub>2</sub> Foam Flooding After Water Flooding in Fractured Porous Media: A Visual Investigation,Transport in Porous Media,,,,10.1007/s11242-023-01953-1,Yong TangChengxi HouYouwei HeJiehong TangYong WangJiazheng Qin,2023,https://link.springer.com/article/10.1007/s11242-023-01953-1,Article
Computational Simulation of Chemical Dissolution-Front Instability Problems Associated with Radially Divergent Flow in Fluid-Saturated Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01945-1,Chongbin ZhaoB. E. HobbsA. Ord,2023,https://link.springer.com/article/10.1007/s11242-023-01945-1,Article
A Comparative Study of Geometric Models for Predicting Permeability Coefficients and Specific Surface Areas of Fibrous Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01948-y,Esmari MaréSonia Woudberg,2023,https://link.springer.com/article/10.1007/s11242-023-01948-y,Article
Correction: Analytical Solution of the Nonlinear Hydraulic Diffusivity Equation with Depletion‑Dependent Permeability in Oil Wells Near Sealing Faults,Transport in Porous Media,,,,10.1007/s11242-023-01952-2,Fernando Bastos FernandesArthur Martins Barbosa BragaAntônio Luiz S. de SouzaAntônio Cláudio Soares,2023,https://link.springer.com/article/10.1007/s11242-023-01952-2,Article
"Droplet Formation, Growth and Detachment at the Interface of a Coupled Free-FLow–Porous Medium System: A New Model Development and Comparison",Transport in Porous Media,,,,10.1007/s11242-023-01944-2,Maziar VeyskaramiCynthia MichalkowskiCarina BringedalRainer Helmig,2023,https://link.springer.com/article/10.1007/s11242-023-01944-2,Article
Simulation of the purging process of liquid water in a gas diffusion layer with a wetting gradient using the lattice Boltzmann method,Transport in Porous Media,,,,10.1007/s11242-023-01950-4,Jiadong LiaoGuogang YangQiuwan ShenShian LiZiheng JiangHao WangGuoling ZhangZheng LiBing Sun,2023,https://link.springer.com/article/10.1007/s11242-023-01950-4,Article
Stability of the Interface in a Porous Medium in the Framework of Darcy’s and Brinkman’s Approximations,Transport in Porous Media,,,,10.1007/s11242-023-01943-3,A. T. Il’ichevG. G. Tsypkin,2023,https://link.springer.com/article/10.1007/s11242-023-01943-3,Article
Influence of Equation Nonlinearity on Pulse-Decay Permeability Measurements of Tight Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01939-z,Yue WangZhiguo TianSteffen NolteBernhard KroossMoran Wang,2023,https://link.springer.com/article/10.1007/s11242-023-01939-z,Article
Impact of Two-Phase Flow Pattern on Solvent Vapour Extraction,Transport in Porous Media,,,,10.1007/s11242-023-01941-5,Merouane KhammarVahid Niasar,2023,https://link.springer.com/article/10.1007/s11242-023-01941-5,Article
Natural Convection of Nanofluids in Partially Filled Metal Foam Sinusoidal Cavities,Transport in Porous Media,,,,10.1007/s11242-023-01940-6,Zhen TianLinfei YueCong QiMaoqing Tang,2023,https://link.springer.com/article/10.1007/s11242-023-01940-6,Article
Analytical Solution of the Nonlinear Hydraulic Diffusivity Equation with Depletion-Dependent Permeability in Oil Wells Near Sealing Faults,Transport in Porous Media,,,,10.1007/s11242-023-01933-5,Fernando Bastos FernandesArthur Martins Barbosa BragaAntônio Luiz S. de SouzaAntônio Cláudio Soares,2023,https://link.springer.com/article/10.1007/s11242-023-01933-5,Article
Traveling Wave Solutions for Non-Newtonian Foam Flow in Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01937-1,Weslley da Silva PereiraGrigori Chapiro,2023,https://link.springer.com/article/10.1007/s11242-023-01937-1,Article
Reflection and Refraction of Plane Waves at an Interface of Water and Porous Media with Slip Boundary Effect,Transport in Porous Media,,,,10.1007/s11242-023-01936-2,Haoran GengHaoran DingJinxia LiuZhiwen CuiTribikram Kundu,2023,https://link.springer.com/article/10.1007/s11242-023-01936-2,Article
A Simple Calculation Method for Original Gas-in-Place and Water Influx of Coalbed Methane Reservoirs,Transport in Porous Media,,,,10.1007/s11242-023-01938-0,Long YangYizhong ZhangMaolin ZhangBin JuYong LiuZhenqiang Bai,2023,https://link.springer.com/article/10.1007/s11242-023-01938-0,Article
Prediction of Shale Gas Production by Hydraulic Fracturing in Changning Area Using Machine Learning Algorithms,Transport in Porous Media,,,,10.1007/s11242-023-01935-3,Dongshuang LiShaohua YouQinzhuo LiaoMao ShengShouceng Tian,2023,https://link.springer.com/article/10.1007/s11242-023-01935-3,Article
Mathematical Model of Two-Phase Spontaneous Imbibition with Dynamic Contact Angle,Transport in Porous Media,,,,10.1007/s11242-023-01934-4,Lei ZhangJingjing PingBo TangLixin KangGloire ImaniYongfei YangHai SunJunjie ZhongJun YaoDongyan Fan,2023,https://link.springer.com/article/10.1007/s11242-023-01934-4,Article
Heat and Mass Transfer in Hygroscopic Porous Media: Consequences of Invoking Tóth’s Sorption Isotherm,Transport in Porous Media,,,,10.1007/s11242-023-01931-7,Graham Thorpe,2023,https://link.springer.com/article/10.1007/s11242-023-01931-7,Article
Characterization of Solute Mixing in Heterogeneous Media by Means of Fractal Dilution Index,Transport in Porous Media,,,,10.1007/s11242-023-01932-6,Yingjie LiangShengjie YanPeibo TianWei Xu,2023,https://link.springer.com/article/10.1007/s11242-023-01932-6,Article
A Statistical Finite Element Method Integrating a Plurigaussian Random Field Generator for Multi-scale Modelling of Solute Transport in Concrete,Transport in Porous Media,,,,10.1007/s11242-023-01930-8,Evan John RickettsBrubeck Lee FreemanPeter John CleallAnthony JeffersonPierre Kerfriden,2023,https://link.springer.com/article/10.1007/s11242-023-01930-8,Article
Size Distributions of Water and Air in Rock Pores Induced by Capillary Rise: Experiments and Modeling,Transport in Porous Media,,,,10.1007/s11242-023-01915-7,Tadashi YokoyamaRyoto NomuraNaoki Nishiyama,2023,https://link.springer.com/article/10.1007/s11242-023-01915-7,Article
Modeling and Simulation of Coalescence in the Context of Oil Mist Filtration,Transport in Porous Media,,,,10.1007/s11242-023-01908-6,Dennis HochAndreas WeberJennifer Niessner,2023,https://link.springer.com/article/10.1007/s11242-023-01908-6,Article
Compressibility Effect on Darcy Porous Convection,Transport in Porous Media,,,,10.1007/s11242-023-01926-4,Giuseppe ArnoneFlorinda CaponeRoberta De LucaGiuliana Massa,2023,https://link.springer.com/article/10.1007/s11242-023-01926-4,Article
Modelling of Droplet Capture in an Open-Cell Metal Foam at the Pore and Macroscopic Scales,Transport in Porous Media,,,,10.1007/s11242-023-01918-4,Thiago P. de CarvalhoDavid M. HargreavesHervé P. MorvanMichael Klingsporn,2023,https://link.springer.com/article/10.1007/s11242-023-01918-4,Article
Automated Classification of Well Test Responses in Naturally Fractured Reservoirs Using Unsupervised Machine Learning,Transport in Porous Media,,,,10.1007/s11242-023-01929-1,A. FreitesP. CorbettG. RongierS. Geiger,2023,https://link.springer.com/article/10.1007/s11242-023-01929-1,Article
X-Ray CT Experimental and Global History Matching Analysis of CO<sub>2</sub> Flooding Behavior in Heterogeneous Rocks with Layered Heterogeneity,Transport in Porous Media,,,,10.1007/s11242-023-01928-2,Zhanpeng ZhengDayong WangZiqiu Xue,2023,https://link.springer.com/article/10.1007/s11242-023-01928-2,Article
Influences of Radiative Heat Transfer on the Entropy Generation Rates of Forced Convection Fluid Flow Between Two Parallel Isothermal Plates Filled with Porous Medium,Transport in Porous Media,,,,10.1007/s11242-023-01927-3,M. SajediA. SafavinejadM. Atashafrooz,2023,https://link.springer.com/article/10.1007/s11242-023-01927-3,Article
Dynamic Relative Permeabilities for Partially Saturated Porous Media Accounting for Viscous Coupling Effects: An Analytical Solution,Transport in Porous Media,,,,10.1007/s11242-023-01920-w,Santiago G. SolazziDamien JougnotJ. Germán RubinoKlaus Holliger,2023,https://link.springer.com/article/10.1007/s11242-023-01920-w,Article
Sequence-to-Sequence Change-Point Detection in Single-Particle Trajectories via Recurrent Neural Network for Measuring Self-Diffusion,Transport in Porous Media,,,,10.1007/s11242-023-01923-7,Q. MartinezC. ChenJ. XiaH. Bahai,2023,https://link.springer.com/article/10.1007/s11242-023-01923-7,Article
Foam Propagation with Flow Reversal,Transport in Porous Media,,,,10.1007/s11242-023-01925-5,Carlos Torres-UlloaPaul Grassia,2023,https://link.springer.com/article/10.1007/s11242-023-01925-5,Article
A Modification of the Beavers–Joseph Condition for Arbitrary Flows to the Fluid–porous Interface,Transport in Porous Media,,,,10.1007/s11242-023-01919-3,Paula StrohbeckElissa EggenweilerIryna Rybak,2023,https://link.springer.com/article/10.1007/s11242-023-01919-3,Article
"Early- and Late-Time Prediction of Counter-Current Spontaneous Imbibition, Scaling Analysis and Estimation of the Capillary Diffusion Coefficient",Transport in Porous Media,,,,10.1007/s11242-023-01924-6,Pål Østebø Andersen,2023,https://link.springer.com/article/10.1007/s11242-023-01924-6,Article
Flow-Induced Fibre Compaction in Resin-Injection Pultrusion,Transport in Porous Media,,,,10.1007/s11242-023-01911-x,Michael SandbergJesper H. HattelJon Spangenberg,2023,https://link.springer.com/article/10.1007/s11242-023-01911-x,Article
Comparative Analysis of Imaging and Measurements of Micrometer-Scale Fracture Aperture Fields Within a Heterogeneous Rock Using PET and X-ray CT,Transport in Porous Media,,,,10.1007/s11242-023-01922-8,Takeshi KurotoriChristopher ZahaskyMeritxell GranAnthony R. KovscekSally M. Benson,2023,https://link.springer.com/article/10.1007/s11242-023-01922-8,Article
Effect of CO<sub>2</sub> Injection on the Multiphase Flow Properties of Reservoir Rock,Transport in Porous Media,,,,10.1007/s11242-023-01916-6,Kiseok KimPatrick M. KundziczRoman Y. Makhnenko,2023,https://link.springer.com/article/10.1007/s11242-023-01916-6,Article
Large-Pore Network Simulations Coupled with Innovative Wettability Anchoring Experiment to Predict Relative Permeability of a Mixed-Wet Rock,Transport in Porous Media,,,,10.1007/s11242-023-01921-9,Mohamed RegaiegFranck NonoTitly Farhana FaisalRichard Rivenq,2023,https://link.springer.com/article/10.1007/s11242-023-01921-9,Article
Revisiting Salvucci’s Semi-analytical Solution for Bare Soil Evaporation with New Consideration of Vapour Diffusion and Film Flow,Transport in Porous Media,,,,10.1007/s11242-023-01917-5,Simon A. MathiasGraham C. SanderJessica LeungSamuel R. Newall,2023,https://link.springer.com/article/10.1007/s11242-023-01917-5,Article
"Convection-Diffusion with the Colour Gradient Lattice Boltzmann Method for Three-Component, Two-Phase Flow",Transport in Porous Media,,,,10.1007/s11242-023-01906-8,Peter MoraGabriele MorraDave A. YuenShirish PatilRuben Juanes,2023,https://link.springer.com/article/10.1007/s11242-023-01906-8,Article
Investigation of Pulsed Flow Effects on the Phase Change Within an Open-Cell Metal Foam Using Thermal Lattice Boltzmann Method,Transport in Porous Media,,,,10.1007/s11242-023-01903-x,Riheb MabroukAli Cemal BenimHassane NajiHacen Dhahri,2023,https://link.springer.com/article/10.1007/s11242-023-01903-x,Article
Towards Large-Scale DRP Simulations: Generation of Large Super-Resolution images and Extraction of Large Pore Network Models,Transport in Porous Media,,,,10.1007/s11242-023-01913-9,Mohamed RegaiegClément VarloteauxTitly Farhana FaisalZakaria ElAbid,2023,https://link.springer.com/article/10.1007/s11242-023-01913-9,Article
Wettability Alteration to Reduce Water Blockage in Low-Permeability Sandstone Reservoirs,Transport in Porous Media,,,,10.1007/s11242-023-01914-8,Gonzalo Mauricio Ceron LopezMatthew B. MyersQuan XieColin D. WoodDuraid Al-BayatiAli Saeedi,2023,https://link.springer.com/article/10.1007/s11242-023-01914-8,Article
Reappraisal of Upscaling Descriptors for Transient Two-Phase Flows in Fibrous Media,Transport in Porous Media,,,,10.1007/s11242-023-01912-w,Aubin GeoffreNicolas MoulinJulien BruchonSylvain Drapier,2023,https://link.springer.com/article/10.1007/s11242-023-01912-w,Article
A Systematic Study on the Influence of Grain Characteristics on Hydraulic and Mechanical Performance of MICP-Treated Porous Media,Transport in Porous Media,,,,10.1007/s11242-023-01909-5,Charalampos KonstantinouYuze WangGiovanna Biscontin,2023,https://link.springer.com/article/10.1007/s11242-023-01909-5,Article
Acknowledgement of Reviewers for 2022,Transport in Porous Media,,,,10.1007/s11242-023-01902-y,,2023,https://link.springer.com/article/10.1007/s11242-023-01902-y,Article
"When is the Porous, Laminar Flow Problem with Slip Condition Well Posed? And Where Does the Solution Lie?",Transport in Porous Media,,,,10.1007/s11242-023-01907-7,Ming L. HaoChristopher C. Tisdell,2023,https://link.springer.com/article/10.1007/s11242-023-01907-7,Article
Scattering of an Acoustic Wave on a Porous Rigid Sphere Containing an Electrolyte in the Pores,Transport in Porous Media,,,,10.1007/s11242-023-01910-y,Anatoly MarkovMikhail MarkovValery Levin,2023,https://link.springer.com/article/10.1007/s11242-023-01910-y,Article
"Interface Shapes in Microfluidic Porous Media: Conditions Allowing Steady, Simultaneous Two-Phase Flow",Transport in Porous Media,,,,10.1007/s11242-023-01905-9,S. J. CoxA. DavarpanahW. R. Rossen,2023,https://link.springer.com/article/10.1007/s11242-023-01905-9,Article
A Double-Permeability Poroelasticity Model for Fluid Transport in a Biological Tissue,Transport in Porous Media,,,,10.1007/s11242-023-01904-w,Zhihe JinFan Yuan,2023,https://link.springer.com/article/10.1007/s11242-023-01904-w,Article
The Products Formation and Flow During Underground Thermal Decomposition of Oil Shale,Transport in Porous Media,,,,10.1007/s11242-023-01901-z,A. G. KnyazevaA. L. Maslov,2023,https://link.springer.com/article/10.1007/s11242-023-01901-z,Article
Jams and Cakes: A Closer Look on Well Clogging Mechanisms in Microscale Produced Water ReInjection Experiments,Transport in Porous Media,,,,10.1007/s11242-023-01900-0,Aurélie Le BeulzeNathalie Santos De PeraBertrand LevachéMathias QuestelPascal PanizzaFrançois LequeuxMichael LevantNicolas Passade-Boupat,2023,https://link.springer.com/article/10.1007/s11242-023-01900-0,Article
A New Approach for Predicting the Pressure Drop in Various Types of Metal Foams Using a Combination of CFD and Machine Learning Regression Models,Transport in Porous Media,,,,10.1007/s11242-022-01895-0,Azadeh JafarizadehMohammadAli AhmadzadehSajad MahmoudzadehMasoud Panjepour,2023,https://link.springer.com/article/10.1007/s11242-022-01895-0,Article
Multi-Scale Modeling and Simulation of Transport Processes in an Elastically Deformable Perforated Medium,Transport in Porous Media,,,,10.1007/s11242-022-01896-z,Jonas KnochMarkus GahnMaria Neuss-RaduNicolas Neuß,2023,https://link.springer.com/article/10.1007/s11242-022-01896-z,Article
Editorial to the Special Issue: Mixing in Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01899-w,Marco DentzDaniel R. LesterMichel F. M. Speetjens,2023,https://link.springer.com/article/10.1007/s11242-022-01899-w,Article
Combined Effect of Temperature Modulation and Rotation on the Onset of Darcy-Bénard Convection in a Porous Layer Using the Local Thermal Nonequilibrium Model,Transport in Porous Media,,,,10.1007/s11242-022-01898-x,A. BansalOm P. Suthar,2023,https://link.springer.com/article/10.1007/s11242-022-01898-x,Article
An Image-Based Explicit Matrix-Free FEM Implementation with Lumped Mass for NMR Simulations,Transport in Porous Media,,,,10.1007/s11242-022-01894-1,Luiz F. BezRicardo LeidermanAndré SouzaRodrigo B. de V. AzeredoAndré M. B. Pereira,2023,https://link.springer.com/article/10.1007/s11242-022-01894-1,Article
Steady-State Two-Phase Flow of Compressible and Incompressible Fluids in a Capillary Tube of Varying Radius,Transport in Porous Media,,,,10.1007/s11242-022-01893-2,Hyejeong L. CheonHursanay FyhnAlex HansenØivind WilhelmsenSantanu Sinha,2023,https://link.springer.com/article/10.1007/s11242-022-01893-2,Article
Note on a Novel Model for Capillary Pressure in Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01897-y,Eugen Magyari,2023,https://link.springer.com/article/10.1007/s11242-022-01897-y,Article
Well Interference Model of Multi-fractured Horizontal Wells Considering Non-uniform Fracture Conductivity in Fractured Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01891-4,Jiazheng QinJichang LongYong TangZhiyue He,2022,https://link.springer.com/article/10.1007/s11242-022-01891-4,Article
Wavelet Transforms for the Simulation of Flow Processes in Porous Geologic Media,Transport in Porous Media,,,,10.1007/s11242-022-01888-z,Qiaoyiru WangGeorge J. MoridisThomas A. Blasingame,2022,https://link.springer.com/article/10.1007/s11242-022-01888-z,Article
Super-Resolution Reconstruction of Porous Media Using Concurrent Generative Adversarial Networks and Residual Blocks,Transport in Porous Media,,,,10.1007/s11242-022-01892-3,Ting ZhangQingyang LiuYi Du,2022,https://link.springer.com/article/10.1007/s11242-022-01892-3,Article
